,brand,model,registration_year,fuel_type,seats,rto_state,transmission_type,ownership,engine(cc),kms_driven,engine_power(bhp),mileage(kmpl),has_parking_sensors,has_automatic_climate_control,has_rear_ac_vents,has_central_locking,has_air_purifier,vehicle_price(lakhs),new_vehicle_price(lakhs)
189,Hyundai,Santro,2012,LPG,5 Seats,Andhra Pradesh,Manual,First Owner,1086,61000,68.836,14.311,0,0,0,0,0,2.25,5.05
190,Maruti,Baleno,2021,Petrol,5 Seats,Andhra Pradesh,Manual,First Owner,1197,67000,82.495,21.232,0,0,0,0,0,6.75,8.37
191,Toyota,Fortuner,2019,Diesel,7 Seats,Andhra Pradesh,Automatic,First Owner,2755,117000,167.397,13.209,0,0,0,0,0,27.5,40.22
192,Maruti,Ciaz,2017,Diesel,5 Seats,Andhra Pradesh,Manual,First Owner,1248,98000,88.5,28.09,0,0,1,0,0,6.7,10.61
193,Maruti,Swift,2021,Petrol,5 Seats,Andhra Pradesh,Manual,Third Owner,1197,33000,88.5,22.38,0,0,0,0,0,5.8,8.3
194,Tata,Tiago,2016,Diesel,5 Seats,Andhra Pradesh,Manual,First Owner,1047,83000,69.0,27.28,0,0,0,0,0,3.8,7.54
195,Jeep,Compass,2018,Diesel,5 Seats,Andhra Pradesh,Manual,Second Owner,1956,99000,171.862,16.891,0,0,0,0,0,12.0,25.21
196,Maruti,Ertiga,2016,Diesel,7 Seats,Andhra Pradesh,Manual,First Owner,1248,116000,87.981,24.503,0,0,0,0,0,7.2,11.88
197,Maruti,Swift,2025,Petrol,5 Seats,Andhra Pradesh,Manual,First Owner,1197,29000,83.889,22.331,0,0,0,0,0,7.0,8.94
198,Hyundai,Verna,2016,Diesel,5 Seats,Andhra Pradesh,Manual,Second Owner,1582,92000,126.2,23.9,1,1,0,0,0,6.2,13.35
199,Renault,Duster,2018,Diesel,5 Seats,Andhra Pradesh,Manual,First Owner,1461,140000,108.45,19.6,0,1,0,0,0,7.9,14.9
200,Maruti,Ritz,2015,Diesel,5 Seats,Andhra Pradesh,Manual,Second Owner,1248,82000,73.94,23.2,0,0,0,0,0,3.5,8.14
201,Mahindra,Thar,2024,Diesel,4 Seats,Andhra Pradesh,Manual,First Owner,2184,21000,130.07,9.0,0,0,0,0,0,14.8,20.6
202,Maruti,Swift,2017,Diesel,5 Seats,Andhra Pradesh,Manual,First Owner,1248,82000,74.0,26.59,0,0,0,0,0,5.8,8.59
203,Toyota,Innova,2014,Diesel,7 Seats,Andhra Pradesh,Manual,First Owner,2494,250000,100.6,13.347,0,0,1,0,0,8.2,16.81
204,Toyota,Innova,2017,Diesel,7 Seats,Andhra Pradesh,Manual,First Owner,2393,180000,147.51,14.465,0,1,1,0,0,15.5,27.82
205,Honda,WR-V,2018,Diesel,5 Seats,Andhra Pradesh,Manual,First Owner,1498,102000,98.6,25.5,1,1,0,0,1,7.3,12.71
206,Volkswagen,Vento,2017,Diesel,5 Seats,Andhra Pradesh,Automatic,First Owner,1498,133797,108.6,22.15,0,1,0,0,1,6.5,16.23
207,Maruti,Vitara,2018,Diesel,5 Seats,Andhra Pradesh,Automatic,First Owner,1248,72000,88.5,24.3,1,0,0,0,1,7.1,10.77
208,Maruti,Swift,2014,Diesel,5 Seats,Andhra Pradesh,Manual,Second Owner,1248,102533,74.0,25.2,0,0,0,0,0,3.5,8.19
209,Hyundai,i10,2013,Petrol,5 Seats,Andhra Pradesh,Automatic,First Owner,1197,43000,80.747,19.774,0,0,0,0,0,2.8,6.51
210,Hyundai,i20,2017,Diesel,5 Seats,Andhra Pradesh,Manual,First Owner,1396,89657,88.317,22.288,0,0,0,0,0,3.25,8.82
211,Kia,Seltos,2022,Petrol,5 Seats,Andhra Pradesh,Manual,First Owner,1497,20000,113.737,17.403,0,0,0,0,0,12.0,16.05
212,Mahindra,XUV300,2022,Diesel,5 Seats,Andhra Pradesh,Automatic,First Owner,1497,30000,114.664,19.978,0,0,0,0,0,8.2,15.15
213,Maruti,Vitara,2021,Petrol,5 Seats,Andhra Pradesh,Automatic,First Owner,1462,20000,103.153,17.928,0,0,0,0,0,9.5,13.35
214,Hyundai,i20,2024,Petrol,5 Seats,Telangana,Manual,First Owner,1197,30000,85.191,17.706,0,0,0,0,0,11.5,11.73
215,Maruti,Alto,2021,Petrol,5 Seats,Andhra Pradesh,Manual,First Owner,796,20000,46.629,23.663,0,0,0,0,0,3.5,5.24
216,Kia,Seltos,2024,Petrol,5 Seats,Andhra Pradesh,Automatic,First Owner,1497,20000,113.749,17.55,0,0,0,0,0,17.0,18.97
217,Maruti,Baleno,2018,Diesel,5 Seats,Andhra Pradesh,Manual,First Owner,1248,150000,85.749,27.017,0,0,0,0,0,6.0,8.86
218,Volkswagen,Taigun,2023,Petrol,5 Seats,Telangana,Automatic,First Owner,999,50000,112.303,18.161,0,0,0,0,0,18.0,21.14
219,Hyundai,Santro,2006,Petrol,5 Seats,Telangana,Manual,First Owner,1086,100000,68.836,19.463,0,0,0,0,0,1.0,3.62
220,Chevrolet,Beat,2010,Petrol,5 Seats,Maharashtra,Manual,Second Owner,1199,100000,77.701,18.205,0,0,0,0,0,1.15,5.55
221,Hyundai,i10,2010,Petrol,5 Seats,Telangana,Manual,Second Owner,1197,90000,78.9,20.36,0,0,0,1,0,1.8,5.33
222,Maruti,Swift,2011,Diesel,5 Seats,Andhra Pradesh,Manual,First Owner,1248,100000,73.9,19.3,0,0,0,0,0,2.48,8.0
223,Maruti,Ertiga,2019,Diesel,7 Seats,Telangana,Manual,Second Owner,1248,160000,88.5,25.47,1,0,1,0,0,10.0,11.38
224,Mahindra,Marazzo,2018,Diesel,8 Seats,Telangana,Manual,First Owner,1497,200000,121.0,17.3,1,0,1,0,0,6.5,14.29
225,Maruti,Ertiga,2015,Diesel,7 Seats,Unknown,Manual,Second Owner,1248,61000,88.8,20.77,0,0,1,0,0,4.0,10.92
226,Tata,Safari,2016,Diesel,7 Seats,Maharashtra,Manual,First Owner,2179,171000,138.03,13.93,0,0,0,0,0,5.7,12.94
227,Toyota,Innova,2014,Diesel,7 Seats,Maharashtra,Manual,Second Owner,2494,135110,100.6,13.42,0,0,1,0,0,8.5,16.13
228,Skoda,Laura,2013,Diesel,5 Seats,Maharashtra,Manual,First Owner,1968,60000,133.394,19.494,0,0,0,0,0,5.0,19.78
229,Toyota,Fortuner,2012,Diesel,7 Seats,Maharashtra,Manual,Third Owner,2982,100000,168.5,12.55,0,1,0,0,1,9.9,32.87
230,Land,Rover,2019,Diesel,7 Seats,Maharashtra,Automatic,First Owner,2993,73661,255.0,13.474,0,0,0,0,0,39.0,123.0
231,Toyota,Etios,2016,Diesel,5 Seats,Telangana,Manual,First Owner,1364,131000,67.04,23.59,0,0,0,0,0,4.9,8.46
232,Maruti,Baleno,2020,Petrol,5 Seats,Maharashtra,Manual,First Owner,1197,36000,81.8,21.01,0,1,0,0,0,6.8,8.16
233,Maruti,S Cross,2018,Diesel,5 Seats,Telangana,Manual,First Owner,1248,124000,88.5,25.1,1,1,0,0,1,7.1,14.03
234,Tata,Harrier,2022,Diesel,5 Seats,Maharashtra,Manual,Second Owner,1956,30000,167.67,16.35,0,1,0,0,0,17.5,22.49
235,Maruti,Alto,2023,Petrol,5 Seats,Maharashtra,Manual,Second Owner,998,6200,65.71,24.39,0,0,0,1,0,4.3,6.15
236,Maruti,A-Star,2014,Petrol,5 Seats,Maharashtra,Manual,Second Owner,998,55000,66.1,19.0,0,0,0,1,0,2.7,4.81
237,Volvo,S60,2017,Diesel,5 Seats,Maharashtra,Automatic,First Owner,2400,70000,190.0,17.774,0,0,0,0,0,13.0,53.3
238,Tata,Nexon,2017,Diesel,5 Seats,Maharashtra,Manual,Second Owner,1497,118000,108.5,21.5,1,1,1,0,0,7.5,13.17
239,Honda,City,2014,Diesel,5 Seats,Maharashtra,Manual,First Owner,1498,130000,98.6,26.0,1,1,1,0,0,4.8,12.77
240,Mahindra,XUV700,2023,Diesel,5 Seats,Maharashtra,Manual,First Owner,2198,30000,182.38,15.0,0,0,0,0,0,19.0,22.16
241,Hyundai,Creta,2022,Diesel,5 Seats,Maharashtra,Manual,First Owner,1493,100000,113.45,18.0,0,1,0,0,0,16.5,19.48
242,Hyundai,Creta,2022,Petrol,5 Seats,Maharashtra,Manual,First Owner,1497,50000,113.18,16.156,1,0,1,0,0,11.5,12.8
243,Hyundai,Creta,2016,Diesel,5 Seats,Maharashtra,Manual,First Owner,1582,110000,126.2,19.67,0,1,0,0,1,8.5,15.22
244,Hyundai,Grand,2014,Petrol,5 Seats,Maharashtra,Manual,Second Owner,1197,80000,81.115,18.777,0,0,0,0,0,3.8,6.9
245,Hyundai,Verna,2012,Diesel,5 Seats,Telangana,Manual,First Owner,1582,160000,126.304,22.388,0,0,0,0,0,3.5,12.72
246,Nissan,Magnite,2024,Petrol,5 Seats,Other/Regional Code,Manual,First Owner,999,8900,70.846,19.358,0,0,0,0,0,7.2,8.06
247,Tata,Nexon,2022,Petrol,5 Seats,Maharashtra,Manual,First Owner,1199,10000,85.613,19.667,0,0,0,0,0,10.1,11.24
248,Hyundai,Creta,2023,Diesel,5 Seats,Telangana,Manual,First Owner,1493,80000,113.295,18.764,0,0,0,0,0,17.0,18.94
249,Tata,Nexon,2024,Petrol,5 Seats,Telangana,Manual,First Owner,1199,20000,85.707,19.66,0,0,0,0,0,10.0,10.59
250,Tata,Zest,2014,Diesel,5 Seats,Jharkhand,Manual,Second Owner,1248,100000,83.947,22.5,0,0,0,0,0,2.9,8.11
251,MG,Astor,2023,Petrol,5 Seats,Maharashtra,Manual,First Owner,1498,40000,112.331,15.967,0,0,0,0,0,15.0,16.69
252,Datsun,GO,2015,Petrol,7 Seats,West Bengal,Manual,First Owner,1198,5000,67.0,19.44,0,0,0,0,0,2.9,6.4
253,Maruti,Wagon,2022,Petrol,5 Seats,West Bengal,Manual,First Owner,1197,2600,82.481,21.221,0,0,0,0,0,6.25,7.8
254,Maruti,Baleno,2022,Petrol,5 Seats,West Bengal,Manual,First Owner,1197,5000,81.8,21.01,0,0,0,0,0,5.75,7.1
255,Hyundai,Elantra,2006,Diesel,5 Seats,Jharkhand,Manual,Second Owner,1991,160000,144.586,14.9,0,1,0,0,0,1.5,10.17
256,Hyundai,i10,2009,Petrol,5 Seats,West Bengal,Manual,First Owner,1197,47357,78.9,20.36,0,0,0,1,0,2.5,5.58
257,Toyota,Innova,2013,Diesel,7 Seats,Jharkhand,Manual,First Owner,2494,148000,100.6,13.07,0,0,1,0,0,6.6,15.41
258,Hyundai,Verna,2019,Diesel,5 Seats,West Bengal,Manual,First Owner,1582,61000,126.2,22.0,1,1,1,0,0,7.1,13.75
259,Tata,Safari,2023,Diesel,7 Seats,Jharkhand,Automatic,First Owner,1956,80000,167.67,14.08,0,1,0,0,1,18.0,25.07
260,Hyundai,Creta,2017,Diesel,5 Seats,Jharkhand,Manual,First Owner,1582,150000,126.2,19.67,0,1,0,0,1,7.5,14.65
261,Maruti,Swift,2020,Petrol,5 Seats,West Bengal,Manual,First Owner,1197,25000,81.8,21.21,1,1,1,0,0,5.9,8.62
262,Honda,Jazz,2017,Petrol,5 Seats,Jharkhand,Manual,First Owner,1199,52144,88.7,18.7,0,1,0,0,0,4.0,8.96
263,Maruti,Ignis,2021,Petrol,5 Seats,Jharkhand,Manual,First Owner,1197,46214,82.495,21.21,0,0,0,0,0,4.25,6.58
264,Maruti,Swift,2022,Petrol,5 Seats,Jharkhand,Manual,First Owner,1197,80000,82.48,21.221,0,0,0,0,0,5.5,8.51
265,Maruti,Alto,2007,Petrol,5 Seats,Gujarat,Manual,Third Owner,796,60000,46.3,19.7,0,0,0,0,0,0.4,3.09
266,Hyundai,Tucson,2022,Diesel,5 Seats,Jharkhand,Automatic,First Owner,1997,36250,183.72,15.549,0,1,0,0,0,25.0,38.73
267,Ford,Freestyle,2018,Diesel,5 Seats,Jharkhand,Manual,First Owner,1498,70000,98.63,24.4,0,0,0,0,0,3.5,8.52
268,Hyundai,i20,2015,Diesel,5 Seats,Jharkhand,Manual,First Owner,1396,157569,88.73,22.54,0,1,1,0,0,3.45,9.0
269,Maruti,Swift,2011,Diesel,5 Seats,Odisha,Manual,Second Owner,1248,90000,73.9,19.3,0,0,0,0,0,1.5,8.02
270,Renault,KWID,2020,Petrol,5 Seats,Odisha,Manual,First Owner,799,26000,53.26,22.3,0,0,0,1,0,3.75,5.42
271,Renault,Triber,2021,Petrol,7 Seats,Jharkhand,Manual,First Owner,999,30000,71.01,20.0,1,0,1,0,0,7.0,8.63
272,Toyota,Innova,2016,Diesel,7 Seats,Jharkhand,Manual,Second Owner,2494,150000,100.6,14.595,0,0,1,0,0,6.5,15.8
273,Hyundai,Grand,2016,Petrol,5 Seats,Jharkhand,Manual,First Owner,1197,80000,82.0,18.9,0,0,0,0,0,3.5,5.68
274,Ford,Figo,2012,Petrol,5 Seats,Rajasthan,Manual,First Owner,1196,60000,70.0,15.6,0,0,0,1,0,2.2,5.08
275,Hyundai,Creta,2022,Diesel,5 Seats,Jharkhand,Manual,First Owner,1493,70000,113.058,18.673,0,0,0,0,0,9.0,15.17
276,Maruti,Wagon,2013,Petrol,5 Seats,Jharkhand,Manual,Second Owner,998,50000,67.04,20.51,0,0,0,1,0,2.2,4.87
277,Hyundai,i20,2017,Petrol,5 Seats,Jharkhand,Manual,First Owner,1197,30000,81.83,18.6,0,1,1,0,0,5.2,7.78
278,Maruti,XL6,2023,Petrol,6 Seats,Jharkhand,Manual,First Owner,1462,50000,101.64,20.97,1,1,1,0,0,10.8,13.87
279,Maruti,XL6,2023,Petrol,6 Seats,Jharkhand,Manual,First Owner,1462,60000,101.64,20.97,1,1,1,0,0,11.0,13.87
280,Kia,Carens,2025,Diesel,7 Seats,Odisha,Manual,First Owner,1493,30000,114.41,19.509,1,0,1,0,0,15.0,16.32
281,Maruti,Swift,2021,Petrol,5 Seats,West Bengal,Manual,First Owner,1197,90000,88.5,22.38,0,0,0,0,0,4.3,6.94
282,Hyundai,Creta,2015,Diesel,5 Seats,Jharkhand,Manual,First Owner,1582,160000,126.2,19.67,0,1,0,0,1,6.5,14.78
283,Hyundai,Grand,2021,Petrol,5 Seats,Odisha,Automatic,First Owner,1197,30000,81.86,20.7,0,1,1,0,0,5.25,8.54
284,Hyundai,i10,2010,Petrol,5 Seats,West Bengal,Manual,Third Owner,1197,120000,78.9,20.36,0,0,0,1,0,1.4,5.3
285,Tata,Tigor,2021,Petrol,5 Seats,Punjab,Manual,First Owner,1199,30000,85.275,19.665,0,0,0,0,0,5.0,8.32
286,Tata,Nexon,2022,Petrol,5 Seats,Jharkhand,Manual,First Owner,1199,30000,85.613,19.653,0,0,0,0,0,10.0,12.05
287,Hyundai,Santro,2010,Petrol,5 Seats,Jharkhand,Manual,Second Owner,1086,40000,68.836,19.42,0,0,0,0,0,1.05,4.26
288,Renault,Triber,2022,Petrol,7 Seats,Jharkhand,Manual,First Owner,999,30000,71.01,20.0,1,0,1,0,0,6.0,8.63
289,Mahindra,Bolero,2020,Diesel,2 Seats,Andhra Pradesh,Manual,First Owner,2523,160000,75.09,14.3,0,0,0,0,0,5.0,10.94
290,Tata,Altroz,2023,Petrol,5 Seats,West Bengal,Manual,First Owner,1199,20000,86.83,19.33,0,1,0,0,0,7.3,9.21
291,Hyundai,Creta,2016,Diesel,5 Seats,Andhra Pradesh,Manual,First Owner,1582,130000,126.2,19.135,0,0,0,0,0,7.5,18.03
292,Maruti,S-Presso,2021,Petrol,5 Seats,Telangana,Manual,Second Owner,998,40000,68.323,21.451,0,0,0,0,0,4.1,5.56
293,Ford,Ecosport,2013,Diesel,5 Seats,Telangana,Manual,First Owner,1498,115000,101.88,22.441,0,0,0,0,0,3.95,11.64
294,Tata,Harrier,2022,Diesel,5 Seats,Andhra Pradesh,Manual,First Owner,1956,50000,167.67,16.35,0,1,0,0,0,16.95,23.05
295,Hyundai,Grand,2021,Petrol,5 Seats,Karnataka,Manual,First Owner,1197,120000,81.86,20.7,0,1,1,0,0,5.8,8.26
296,Kia,Seltos,2021,Petrol,5 Seats,Andhra Pradesh,Manual,First Owner,1497,70000,113.43,16.8,0,1,0,0,1,10.0,18.24
297,Tata,Punch,2023,Petrol,5 Seats,Andhra Pradesh,Manual,Second Owner,1199,10000,86.63,20.09,1,0,0,0,0,8.0,9.18
298,Maruti,Alto,2012,Petrol,5 Seats,Karnataka,Manual,First Owner,998,120000,67.1,20.92,0,0,0,1,0,2.5,3.9
299,Jaguar,XF,2012,Diesel,5 Seats,Haryana,Automatic,Second Owner,2993,150000,270.9,13.614,0,0,0,0,0,6.5,73.16
300,Honda,Amaze,2022,Petrol,5 Seats,Karnataka,Automatic,First Owner,1199,30000,88.5,18.3,1,1,0,0,0,9.0,11.05
301,Maruti,Swift,2011,Petrol,5 Seats,Telangana,Manual,First Owner,1197,70000,82.388,19.143,0,0,0,0,0,3.0,6.78
302,Skoda,Rapid,2019,Diesel,5 Seats,Andhra Pradesh,Manual,First Owner,1498,150000,108.6,21.13,1,1,1,0,0,6.5,13.69
303,Toyota,Etios,2016,Petrol,5 Seats,Karnataka,Manual,First Owner,1496,20000,94.694,22.742,0,0,0,0,0,6.0,9.29
304,Hyundai,Exter,2024,Petrol,5 Seats,Karnataka,Manual,First Owner,1197,10000,81.8,19.4,1,1,1,0,0,9.5,10.55
305,MG,Gloster,2021,Diesel,6 Seats,Andhra Pradesh,Automatic,First Owner,1996,50000,215.01,12.4,0,1,0,0,0,25.0,48.78
306,Maruti,Swift,2017,Diesel,5 Seats,Telangana,Manual,Second Owner,1248,160000,74.02,28.4,1,0,1,0,0,5.8,9.01
307,Mahindra,Scorpio,2013,Diesel,5 Seats,Karnataka,Manual,Fourth Owner,2179,90000,128.481,15.552,0,0,0,0,0,6.0,9.15
308,Volkswagen,Jetta,2014,Diesel,5 Seats,Andhra Pradesh,Automatic,Second Owner,1968,120000,136.467,19.087,0,0,0,0,0,5.0,25.06
309,Toyota,Innova,2020,Diesel,7 Seats,Andhra Pradesh,Manual,First Owner,2393,80000,182.264,14.265,0,0,0,0,0,22.0,30.95
310,Maruti,Wagon,2018,CNG,5 Seats,Andhra Pradesh,Manual,First Owner,998,100000,59.317,30.264,0,0,0,0,0,4.0,5.76
311,Honda,BR-V,2016,Diesel,7 Seats,Karnataka,Manual,Second Owner,1498,90000,102.073,21.265,0,0,0,0,0,6.8,16.95
312,Kia,Carens,2022,Petrol,7 Seats,Karnataka,Manual,First Owner,1497,10000,113.42,16.247,1,0,1,0,0,14.0,14.29
313,Volvo,XC60,2021,Diesel,5 Seats,Tamil Nadu,Automatic,Second Owner,1969,40000,231.78,20.719,0,0,0,0,0,35.0,77.48
314,Tata,Indigo,2010,Petrol,5 Seats,Andhra Pradesh,Manual,Second Owner,1193,120000,68.765,15.2,0,0,0,0,0,0.95,4.87
315,Hyundai,Getz,2010,Petrol,5 Seats,Karnataka,Manual,Second Owner,1086,90000,66.573,15.0,0,0,0,1,0,1.95,4.66
316,Tata,Indigo,2009,Diesel,5 Seats,Telangana,Manual,First Owner,1396,120000,69.0,19.09,0,0,0,0,0,1.45,6.56
317,Maruti,Swift,2010,Diesel,5 Seats,Karnataka,Manual,First Owner,1248,100000,74.845,17.8,0,0,0,1,0,3.0,6.21
318,Nissan,Sunny,2012,Diesel,5 Seats,Andhra Pradesh,Manual,Second Owner,1461,160000,84.8,21.64,0,1,0,0,0,2.5,11.07
319,Renault,Triber,2020,Petrol,7 Seats,Andhra Pradesh,Manual,Third Owner,999,42000,71.01,20.0,1,0,1,0,0,5.0,9.74
320,Renault,Triber,2023,Petrol,7 Seats,Kerala,Manual,First Owner,999,40000,71.01,20.0,1,0,0,0,0,5.5,7.45
321,Honda,City,2018,Petrol,5 Seats,Tamil Nadu,Manual,First Owner,1497,20000,120.291,16.965,0,0,0,0,0,7.5,12.57
322,Hyundai,Xcent,2014,Diesel,5 Seats,Tamil Nadu,Manual,First Owner,1120,80000,69.419,24.136,0,0,0,0,0,5.0,8.7
323,Mahindra,XUV500,2013,Diesel,7 Seats,Gujarat,Manual,First Owner,2179,100000,140.0,15.1,0,1,0,0,1,2.5,17.15
324,Maruti,Wagon,2018,Petrol,5 Seats,Madhya Pradesh,Manual,First Owner,998,80000,67.778,21.054,0,0,0,0,0,3.25,5.11
325,Hyundai,Venue,2020,Petrol,5 Seats,Madhya Pradesh,Manual,Second Owner,1197,80000,82.476,18.513,0,0,0,0,0,6.0,8.95
326,Mahindra,Scorpio,2015,Diesel,7 Seats,Madhya Pradesh,Manual,First Owner,2179,150000,128.158,16.713,0,0,0,0,0,8.0,13.63
327,Tata,Curvv,2024,Electric,5 Seats,Madhya Pradesh,Automatic,First Owner,0,30000,148.0,0.0,1,1,1,0,1,16.5,20.18
328,Maruti,Ertiga,2016,Diesel,7 Seats,Madhya Pradesh,Manual,Second Owner,1248,132000,88.5,24.52,1,0,1,0,0,6.5,11.19
329,Hyundai,Creta,2023,Petrol,5 Seats,Rajasthan,Manual,First Owner,1497,21942,113.18,17.0,1,0,1,0,0,10.5,12.74
330,Mahindra,XUV300,2020,Petrol,5 Seats,Madhya Pradesh,Manual,First Owner,1197,150000,108.62,16.82,1,1,0,0,0,6.5,9.52
331,Maruti,Ignis,2016,Diesel,5 Seats,Unknown,Manual,First Owner,1248,42000,84.188,25.949,0,0,0,0,0,1.5,6.37
332,Honda,City,2014,Diesel,5 Seats,Karnataka,Manual,Second Owner,1498,72000,98.6,26.0,0,0,0,0,0,3.9,10.19
333,Tata,Nexon,2023,Petrol,5 Seats,Madhya Pradesh,Manual,First Owner,1199,9000,85.645,19.675,0,0,0,0,0,10.94,10.95
334,Kia,Seltos,2019,Diesel,5 Seats,Madhya Pradesh,Manual,First Owner,1493,47010,113.43,20.8,0,0,0,0,0,12.8,16.09
335,Maruti,Jimny,2023,Petrol,4 Seats,Madhya Pradesh,Automatic,First Owner,1462,19400,103.0,16.39,0,1,0,0,0,12.11,17.3
336,Maruti,Alto,2012,Petrol,5 Seats,Madhya Pradesh,Manual,First Owner,998,48000,67.1,20.92,0,0,0,0,0,1.65,3.59
337,Honda,City,2018,Petrol,5 Seats,Madhya Pradesh,Automatic,First Owner,1497,28000,117.6,18.0,0,1,0,0,1,7.6,14.01
338,Honda,BR-V,2019,Petrol,7 Seats,Madhya Pradesh,Automatic,First Owner,1497,60000,120.535,15.705,0,0,0,0,0,6.5,14.87
339,BMW,5 Series,2019,Diesel,5 Seats,Madhya Pradesh,Automatic,First Owner,2993,74000,216.836,13.012,0,0,0,0,0,37.0,83.73
340,Hyundai,Verna,2015,Diesel,5 Seats,Madhya Pradesh,Manual,Second Owner,1582,50000,126.232,23.386,0,0,0,0,0,5.25,15.0
341,Toyota,Innova,2016,Diesel,7 Seats,Madhya Pradesh,Automatic,First Owner,2755,91000,120.535,14.798,0,0,0,0,0,16.0,27.38
342,Toyota,Innova,2018,Diesel,7 Seats,Madhya Pradesh,Manual,First Owner,2393,116000,162.421,14.029,0,0,0,0,0,15.0,25.15
343,Toyota,Fortuner,2012,Diesel,7 Seats,Madhya Pradesh,Manual,First Owner,2982,110001,166.263,12.757,0,0,0,0,0,14.0,31.79
344,Skoda,Rapid,2017,Diesel,5 Seats,Madhya Pradesh,Automatic,Second Owner,1498,58257,95.363,20.84,0,0,0,0,0,7.75,14.63
345,Ford,Endeavour,2017,Diesel,7 Seats,Madhya Pradesh,Automatic,Second Owner,2198,80000,158.0,12.62,0,1,0,0,0,11.5,32.69
346,Toyota,Innova,2018,Diesel,7 Seats,Madhya Pradesh,Manual,First Owner,2393,73000,147.8,14.416,0,0,1,0,0,15.0,20.34
347,Hyundai,Aura,2021,CNG,5 Seats,Madhya Pradesh,Manual,First Owner,1197,54131,68.05,28.0,1,0,1,0,0,6.9,9.03
348,Nissan,Terrano,2015,Diesel,5 Seats,Rajasthan,Manual,Second Owner,1461,130000,108.5,19.01,0,0,0,0,1,3.5,16.27
349,Ford,Ecosport,2018,Diesel,5 Seats,Madhya Pradesh,Manual,Second Owner,1498,150000,98.96,23.0,1,1,0,0,0,6.25,11.48
350,Tata,Tiago,2021,Petrol,5 Seats,Madhya Pradesh,Manual,First Owner,1199,57000,85.275,19.682,0,0,0,0,0,5.25,7.25
351,Maruti,Ciaz,2017,Petrol,5 Seats,Madhya Pradesh,Manual,Second Owner,1373,70000,91.1,20.73,1,1,1,0,0,4.0,11.08
352,Skoda,Superb,2017,Diesel,5 Seats,Madhya Pradesh,Automatic,First Owner,1968,80000,174.5,18.19,0,1,0,0,1,16.0,34.7
353,BMW,7 Series,2017,Diesel,5 Seats,Gujarat,Automatic,First Owner,2993,61500,261.49,14.018,0,0,0,0,0,44.0,162.99999999999997
354,Skoda,Superb,2016,Diesel,5 Seats,Madhya Pradesh,Automatic,First Owner,1968,79000,174.5,18.19,0,1,0,0,1,17.0,34.7
355,Maruti,Alto,2014,CNG,5 Seats,Rajasthan,Manual,First Owner,796,100300,47.3,30.46,0,0,0,0,0,1.0,4.11
356,Maruti,Alto,2024,Petrol,5 Seats,Unknown,Manual,First Owner,998,73000,65.71,24.39,0,0,0,1,0,1.1,5.54
357,Tata,Punch,2024,Electric,5 Seats,Tripura,Automatic,First Owner,0,20000,80.46,0.0,1,1,0,0,1,11.0,12.43
358,Renault,Fluence,2014,Diesel,5 Seats,Assam,Manual,Third Owner,1461,50000,108.45,20.4,0,1,0,0,1,5.0,17.1
359,Toyota,Innova,2023,Diesel,7 Seats,Tripura,Manual,First Owner,2393,86000,147.51,14.425,0,0,1,0,0,20.0,22.94
360,Tata,Zest,2019,Petrol,5 Seats,Tripura,Manual,Second Owner,1193,80000,88.7,17.57,0,0,0,0,0,3.5,7.05
361,Mahindra,XUV700,2024,Diesel,5 Seats,Mizoram,Manual,First Owner,2198,20000,185.161,15.853,0,0,0,0,0,14.0,19.11
362,Maruti,Celerio,2018,Petrol,5 Seats,Rajasthan,Automatic,First Owner,998,42000,67.0,21.63,0,0,0,1,0,4.0,6.03
363,Maruti,Alto,2013,CNG,5 Seats,Tripura,Manual,Second Owner,796,72000,47.3,30.46,0,0,0,0,0,2.0,4.17
364,Toyota,Innova,2023,Diesel,7 Seats,Unknown,Manual,First Owner,2393,86000,147.51,14.425,0,0,1,0,0,20.0,22.94
365,Mahindra,XUV300,2021,Petrol,5 Seats,Mizoram,Automatic,First Owner,1197,20000,84.331,18.782,0,0,0,0,0,7.5,14.91
366,Honda,Amaze,2014,Diesel,5 Seats,Rajasthan,Manual,Fifth Owner,1498,150000,98.6,25.8,0,0,0,0,0,3.5,8.61
367,Maruti,Swift,2020,Petrol,5 Seats,Tripura,Manual,First Owner,1197,40000,82.495,21.21,0,0,0,0,0,5.5,6.97
368,Ford,Ecosport,2018,Petrol,5 Seats,Tripura,Manual,First Owner,1497,20000,121.31,17.0,1,1,0,0,0,3.5,10.63
369,Mahindra,KUV,2016,Diesel,6 Seats,Mizoram,Manual,Second Owner,1198,35000,77.0,25.32,0,0,0,0,0,2.05,8.03
370,Skoda,Kodiaq,2025,Petrol,7 Seats,Unknown,Automatic,First Owner,1984,10000,187.74,13.32,0,1,0,0,1,0.1,46.51
371,Maruti,Baleno,2020,Petrol,5 Seats,Tripura,Manual,First Owner,1197,50000,81.8,21.01,0,1,0,0,0,7.0,8.64
372,Hyundai,Xcent,2015,Petrol,5 Seats,Tripura,Manual,First Owner,1197,97000,82.0,19.1,1,0,1,0,0,3.05,6.76
373,Hyundai,Creta,2018,Diesel,5 Seats,Uttar Pradesh,Manual,First Owner,1396,67000,88.034,21.952,0,0,0,0,0,7.25,11.29
374,Maruti,Ertiga,2014,CNG,7 Seats,Unknown,Manual,First Owner,1373,84000,80.9,22.8,1,0,1,0,0,4.0,8.73
